"CodPaquete","CodEnvio","Tipo","Peso"
272,90,,1.23
273,90,,0.72
274,91,,0.38
275,91,,0.38
276,92,,1.06
277,92,,0.2
278,93,,0.34
279,93,,1.16
280,94,,0.32
281,94,,0.37
282,95,,1.21
283,95,,1.12
284,95,,1.2
285,96,,0.31
286,97,,1.23
287,97,,1.28
288,97,,0.27
289,98,,0.3
290,98,,1.27
291,98,,0.24
292,99,,92.8
293,99,,92.49
294,99,,112.06
295,100,,115.7
296,100,,125.6
297,100,,131.4
298,100,,116.35
299,100,,130.8
300,101,,92.47
301,101,,117.08
302,101,,101.35
303,101,,119.98
304,101,,109.94
305,102,,400.01
306,102,,388.43
307,102,,333.61
308,102,,362.42
309,103,,301.12
310,103,,312.07
311,103,,322.74
312,103,,294.79
313,104,,192.6
314,104,,177.86
315,104,,176.25
316,104,,234.36
317,105,,0.29
318,106,,0.91
319,106,,0.27
320,106,,0.28
321,106,,0.25
322,107,,0.25
323,107,,0.88
324,107,,1.05
325,108,,0.56
326,108,,0.21
327,109,,0.89
328,109,,1.15
329,110,,432.33
330,110,,383.55
331,110,,363.61
332,110,,330.96
333,110,,390.7
334,110,,397.42
335,111,,305.24
336,111,,287.28
337,111,,294.08
338,111,,316.41
339,111,,301.98
340,112,,164.5
341,112,,211.89
342,113,,158.5
343,113,,195.3
344,114,,0.96
345,114,,0.23
346,115,,0.35
347,115,,0.26
348,115,,0.32
349,115,,1
350,115,,1.2
351,115,,0.79
352,116,,0.28
353,116,,0.43
354,117,,1.08
355,118,,0.8
356,119,,344.95
357,119,,376.34
358,120,,444.57
359,120,,356.17
360,120,,319.46
361,120,,408.11
362,121,,339.31
363,121,,328.21
364,121,,255.76
365,121,,304.12
366,122,,200.14
367,122,,184.05
368,122,,204.64
369,122,,207.88
370,122,,194.6
371,123,,0.34
372,123,,0.31
373,123,,0.24
374,124,,0.29
375,124,,0.29
376,125,,0.26
377,125,,0.31
378,125,,0.33
379,126,,0.79
380,126,,0.24
381,126,,0.29
382,127,,0.24
383,127,,0.85
384,128,,0.27
385,128,,0.23
386,128,,0.77
387,128,,1.27
388,128,,1.54
389,128,,0.33
390,129,,0.29
391,129,,0.98
392,130,,0.31
393,130,,0.31
394,131,,1.01
395,131,,0.24
396,132,,1.11
397,132,,0.53
398,133,,0.74
399,133,,1.03
400,133,,0.7
401,134,,101.89
402,134,,108.39
403,134,,109.46
404,134,,111.15
405,134,,99.87
406,135,,128.57
407,135,,137.16
408,136,,121.73
409,136,,104.71
410,136,,120.75
411,136,,133.32
412,136,,143.04
413,136,,143.32
414,137,,102.49
415,137,,99.66
416,137,,108.69
417,137,,114.67
418,137,,101.27
419,137,,97.45
420,137,,105.09
421,137,,86.14
422,138,,391.08
423,138,,349.43
424,138,,278.66
425,139,,328.5
426,139,,387.57
427,139,,352.34
428,140,,297.25
429,140,,308.3
430,140,,308.88
431,141,,197.62
432,141,,203.41
433,141,,198.87
434,141,,202.64
435,142,,0.76
436,142,,0.88
437,142,,1.41
438,142,,1.18
439,142,,0.95
440,142,,0.68
441,142,,0.24
442,142,,0.31
443,142,,0.93
444,143,,0.37
445,143,,0.29
446,144,,0.89
447,144,,0.74
448,145,,0.87
449,146,,0.31
450,146,,0.85
451,147,,0.3
452,147,,1.09
453,147,,0.69
454,147,,0.35
455,147,,0.34
456,147,,0.22
457,148,,108.9
458,148,,95.75
459,148,,109.46
460,148,,102.29
461,148,,105.67
462,149,,131.94
463,149,,133.07
464,150,,127.37
465,150,,137.81
466,150,,128.7
467,151,,107.43
468,151,,113.98
469,151,,102.39
470,151,,112.52
471,152,,388.87
472,152,,361.49
473,153,,383.61
474,153,,380.21
475,154,,315.79
476,154,,261.39
477,154,,317.24
478,155,,183.16
479,155,,197.64
480,156,,210.88
481,157,,0.89
482,157,,1.16
483,157,,0.3
484,158,,0.22
485,158,,0.28
486,158,,1.33
487,158,,0.96
488,158,,1.06
489,159,,0.28
490,159,,0.71
491,159,,0.34
492,160,,1.02
493,160,,1.01
494,161,,0.35
495,161,,0.95
496,162,,0.34
497,162,,0.25
498,162,,0.24
499,162,,0.17
500,163,,0.23
501,163,,1.26
502,164,,0.92
503,164,,1.04
504,164,,1.01
505,164,,0.87
506,164,,0.34
507,165,,92.41
508,165,,121.35
509,166,,94.68
510,166,,111.94
511,166,,101.66
512,167,,133.34
513,167,,126.99
514,167,,137.74
515,167,,116.57
516,167,,130.45
517,168,,102.19
518,168,,106.29
519,169,,103.09
520,170,,390.35
521,170,,402.14
522,170,,328.16
523,170,,387.67
524,171,,315.89
525,172,,336.16
526,172,,272.52
527,172,,292.45
528,172,,293.72
529,173,,207.89
530,173,,193.03
531,174,,206.25
532,174,,197.34
533,174,,169.8
534,174,,197.67
535,175,,0.82
536,175,,0.3
537,175,,0.85
538,175,,1.16
539,176,,0.25
540,177,,0.9
541,177,,0.28
542,178,,0.93
543,178,,0.34
544,178,,0.32
545,178,,1.05
546,179,,0.93
547,179,,0.24
548,179,,0.93
549,180,,1.06
550,181,,0.31
551,181,,0.27
552,182,,0.78
553,182,,0.96
554,183,,0.25
555,183,,0.34
556,184,,0.24
557,184,,0.24
558,185,,0.91
559,185,,1.18
560,185,,0.38
561,186,,78.51
562,186,,115.73
563,187,,107.07
564,187,,93.58
565,187,,95.31
566,187,,96.56
567,188,,112.32
568,188,,133.96
569,189,,122.72
570,189,,107.97
571,189,,114.82
572,190,,104.86
573,190,,82.12
574,190,,105.33
575,191,,327.88
576,191,,337.2
577,191,,357.6
578,191,,381.28
579,191,,359.21
580,192,,249.46
581,192,,308.1
582,192,,297.54
583,192,,293.76
584,193,,206.59
585,193,,210.52
586,193,,185.57
587,193,,194.89
588,194,,1.38
589,195,,0.27
590,195,,0.21
591,195,,0.26
592,195,,0.26
593,195,,1.02
594,196,,0.65
595,196,,0.35
596,196,,1.19
597,197,,0.3
598,197,,0.36
599,198,,1.05
600,198,,0.96
601,198,,0.34
602,198,,1.21
603,199,,0.18
604,200,,1.04
605,200,,1
606,200,,1.18
607,200,,0.95
608,201,,0.87
609,202,,0.24
610,202,,1.19
611,202,,1.04
612,202,,0.97
613,202,,0.34
614,203,,95.29
615,203,,107.6
616,203,,99.82
617,204,,145.86
618,204,,117.64
619,204,,114.8
620,204,,136.66
621,205,,101.21
622,205,,93.75
623,205,,107.39
624,206,,419.86
625,206,,343.26
626,206,,392.13
627,207,,295.17
628,207,,326.17
629,208,,298.06
630,208,,285.47
631,208,,317.39
632,209,,184.65
633,209,,212.2
634,210,,214.83
635,210,,195.87
636,210,,193.32
637,210,,222.83
638,210,,186.86
639,211,,1.17
640,212,,0.82
641,213,,0.26
642,213,,0.25
643,214,,1.57
644,214,,0.71
645,215,,0.32
646,215,,1.11
647,216,,0.79
648,216,,0.28
649,217,,356.82
650,217,,377.99
651,217,,402.05
652,217,,365.26
653,217,,345.14
654,218,,264.88
655,218,,269.04
656,219,,321.14
657,219,,267.53
658,219,,319.42
659,219,,333.84
660,219,,316.69
661,220,,181.24
662,220,,216.1
663,220,,204.97
664,221,,0.77
665,221,,1.1
666,222,,0.28
667,222,,0.21
668,222,,0.31
669,222,,0.34
670,223,,0.31
671,223,,0.34
672,224,,0.9
673,224,,0.31
674,224,,0.24
675,224,,0.75
676,225,,0.28
677,225,,0.81
678,225,,0.28
679,225,,0.32
680,225,,0.84
681,225,,0.16
682,226,,350.87
683,226,,339.67
684,227,,370.41
685,227,,424.43
686,228,,279.18
687,228,,311.15
688,228,,283.79
689,228,,294.37
690,228,,354.67
691,228,,277.44
692,229,,221.85
693,229,,183.77
694,230,,223.18
695,230,,217.54
696,230,,217.01
697,231,,0.31
698,231,,1.4
699,231,,0.31
700,231,,0.59
701,231,,0.29
702,232,,0.36
703,232,,0.78
704,232,,0.3
705,232,,0.98
706,233,,0.32
707,233,,0.84
708,233,,0.12
709,234,,0.28
710,234,,0.29
711,235,,0.32
712,235,,0.24
713,235,,0.33
714,236,,0.96
715,236,,1.25
716,236,,0.95
717,236,,0.87
718,236,,0.27
719,237,,0.21
720,237,,0.57
721,237,,0.28
722,237,,0.3
723,238,,0.28
724,238,,1.12
725,239,,107.03
726,239,,99.41
727,240,,108.3
728,240,,123.42
729,240,,88.87
730,241,,128.26
731,241,,120.03
732,241,,126.14
733,242,,90.45
734,242,,94.13
735,242,,96
736,243,,432.41
737,243,,385.52
738,243,,404.85
739,244,,298.85
740,244,,340.04
741,244,,298.87
742,244,,268.68
743,244,,286.29
744,245,,199.35
745,245,,196.2
746,245,,209.17
747,246,,0.93
748,246,,0.93
749,247,,0.62
750,247,,0.9
751,247,,0.92
752,247,,0.87
753,247,,0.28
754,247,,0.39
755,248,,1.05
756,248,,0.3
757,249,,0.37
758,250,,0.26
759,250,,0.84
760,250,,0.38
761,250,,0.89
762,251,,0.33
763,251,,0.83
764,251,,0.25
765,252,,0.28
766,253,,0.28
767,253,,1.02
768,253,,1.08
769,253,,0.29
770,253,,1.13
771,254,,102.1
772,255,,104.7
773,255,,110.7
774,255,,112.95
775,255,,101.25
776,255,,124.62
777,256,,129.79
778,256,,131.75
779,257,,135.49
780,257,,114.62
781,257,,124.55
782,258,,87.09
783,258,,92.83
784,259,,103.77
785,259,,113.27
786,259,,93.71
787,260,,402.09
788,260,,349.05
789,261,,312.04
790,262,,294.92
791,262,,269.24
792,263,,275.11
793,263,,305.07
794,263,,290.29
795,264,,196.95
796,265,,201.24
797,265,,218.35
798,265,,199.14
799,266,,0.79
800,266,,0.2
801,267,,1.18
802,268,,0.3
803,268,,0.27
804,268,,0.3
805,269,,0.28
806,270,,1.01
807,270,,0.31
808,270,,0.64
809,270,,1.33
810,271,,0.36
811,271,,0.42
812,272,,1.09
813,272,,0.93
814,272,,1.05
815,272,,0.29
816,272,,1.42
817,272,,0.35
818,273,,0.29
819,273,,0.99
820,274,,0.28
821,274,,0.29
822,274,,0.3
823,275,,112.83
824,276,,90.6
825,276,,103.99
826,276,,100.52
827,276,,98.2
828,277,,139.03
829,277,,123.37
830,278,,139.79
831,278,,111.83
832,278,,121.54
833,278,,128.83
834,279,,112.74
835,279,,101.78
836,280,,117.86
837,280,,92.21
838,280,,86.72
839,281,,334.43
840,281,,386.37
841,281,,397.22
842,281,,412.57
843,281,,375.99
844,281,,348.36
845,281,,406.27
846,282,,258.65
847,282,,305.96
848,282,,309.22
849,283,,195.65
850,283,,201.71
851,284,,222.09
852,284,,218.47
853,284,,198.55
854,285,,0.29
855,285,,0.25
856,285,,1
857,286,,0.56
858,286,,0.27
859,287,,0.24
860,288,,0.24
861,288,,0.99
862,288,,0.31
863,288,,1.26
864,288,,0.44
865,289,,1.3
866,289,,0.26
867,289,,0.68
868,289,,0.9
869,290,,1.02
870,290,,0.25
871,291,,0.28
872,291,,0.33
873,291,,0.31
874,292,,0.3
875,292,,0.33
876,292,,0.72
877,293,,0.97
878,293,,0.27
879,293,,1.48
880,293,,0.99
881,293,,0.33
882,294,,90.99
883,294,,104.02
884,294,,96.47
885,295,,122.05
886,295,,132.39
887,296,,119.42
888,296,,135.31
889,296,,121.71
890,297,,97.07
891,297,,88.71
892,297,,93.86
893,298,,113.73
894,298,,104.73
895,298,,113.64
896,299,,367.85
897,299,,373.82
898,299,,371.14
899,299,,351.97
900,299,,390.99
901,299,,348.67
902,300,,296.13
903,301,,309.73
904,301,,319.67
905,302,,207.93
906,302,,206.69
907,302,,200.17
908,303,,0.97
909,303,,0.69
910,303,,0.27
911,303,,0.87
912,304,,1.11
913,304,,0.21
914,304,,0.26
915,304,,0.33
916,305,,0.93
917,305,,1.04
918,305,,0.29
919,306,,1.01
920,306,,0.32
921,306,,0.25
922,306,,0.35
923,307,,0.39
924,307,,0.26
925,308,,0.23
926,308,,0.28
927,308,,0.98
928,309,,0.85
929,310,,0.31
930,310,,1.17
931,310,,0.32
932,311,,0.22
933,311,,0.95
934,311,,0.36
935,311,,0.3
936,312,,102.63
937,312,,100.27
938,312,,86.24
939,313,,131.81
940,313,,140.38
941,314,,125.79
942,314,,121.21
943,314,,111.83
944,315,,97.26
945,316,,92.94
946,316,,99.61
947,316,,100.34
948,317,,379.9
949,317,,376.88
950,317,,374.24
951,317,,411.44
952,318,,293.03
953,318,,279.12
954,318,,266.47
955,318,,274.53
956,319,,190.4
957,319,,167.04
958,320,,186.04
959,320,,203.37
960,320,,216.76
961,321,,0.39
962,321,,1.06
963,321,,0.22
964,322,,1.2
965,323,,0.24
966,323,,0.24
967,323,,0.29
968,323,,0.36
969,323,,0.97
970,323,,0.94
971,324,,1
972,325,,1.06
973,325,,0.97
974,325,,0.28
975,326,,290.33
976,326,,430.51
977,326,,361.52
978,326,,397.3
979,326,,404.02
980,327,,275.15
981,327,,324.75
982,328,,324.83
983,328,,274.03
984,328,,295.32
985,329,,182
986,329,,201.97
987,329,,214.77
988,329,,177.76
989,329,,203.54
990,329,,191.98
991,329,,198.75
992,330,,1.12
993,330,,1.03
994,330,,0.88
995,330,,0.34
996,331,,1.14
997,331,,0.37
998,331,,0.31
999,332,,0.81
1000,333,,0.2
1001,333,,0.99
1002,333,,0.87
1003,333,,0.23
1004,334,,346.47
1005,335,,376.2
1006,335,,393.34
1007,336,,275.83
1008,336,,343.77
1009,336,,304.96
1010,336,,291.18
1011,337,,165.13
1012,337,,201.41
1013,337,,218.53
1014,337,,206.82
1015,337,,203.48
1016,338,,0.91
1017,338,,0.25
1018,338,,0.39
1019,339,,0.76
1020,339,,0.15
1021,340,,1.13
1022,340,,0.34
1023,340,,0.37
1024,341,,0.97
1025,341,,0.37
1026,341,,1.16
1027,342,,1.04
1028,342,,0.18
1029,343,,0.28
1030,343,,0.32
1031,343,,0.23
1032,343,,1.07
1033,344,,0.93
1034,344,,0.79
1035,344,,1.15
1036,344,,0.9
1037,345,,1.05
1038,345,,0.35
1039,345,,1.04
1040,345,,0.87
1041,345,,1.32
1042,345,,0.26
1043,346,,95.92
1044,346,,103.26
1045,347,,92.26
1046,347,,86.03
1047,347,,105.39
1048,347,,106.6
1049,347,,106.4
1050,348,,117.42
1051,348,,107.88
1052,349,,124.13
1053,349,,123.14
1054,349,,127.07
1055,350,,91.36
1056,350,,94.39
1057,350,,88.03
1058,350,,109.21
1059,351,,425.88
1060,351,,378.07
1061,351,,361.87
1062,352,,340.63
1063,352,,255.06
1064,352,,314.42
1065,352,,299.55
1066,353,,217.76
1067,353,,191.22
1068,353,,226.6
1069,354,,1
1070,354,,0.95
1071,354,,0.96
1072,354,,0.81
1073,355,,1.1
1074,355,,0.29
1075,356,,0.33
1076,357,,0.29
1077,357,,0.22
1078,358,,1.12
1079,358,,1.13
1080,359,,0.3
1081,359,,0.82
1082,360,,1.05
1083,360,,0.32
1084,360,,0.24
1085,360,,0.25
1086,360,,0.27
1087,360,,0.27
1088,361,,0.3
1089,361,,0.91
1090,362,,0.32
1091,362,,1.12
1092,362,,0.3
1093,362,,1.31
1094,363,,96.86
1095,363,,111.35
1096,363,,97.15
1097,364,,141.48
1098,364,,109.75
1099,364,,138.74
1100,364,,131.71
1101,365,,105.98
1102,365,,91.69
1103,366,,77.52
1104,366,,101.53
1105,367,,362.41
1106,367,,331.51
1107,367,,339.37
1108,367,,386.69
1109,368,,296.43
1110,368,,289.9
1111,369,,298.96
1112,369,,299.28
1113,369,,275.94
1114,369,,239.97
1115,370,,176.81
1116,370,,187.29
1117,370,,212.15
1118,371,,0.95
1119,371,,0.26
1120,371,,0.34
1121,372,,0.29
1122,372,,1.12
1123,372,,1.14
1124,372,,0.26
1125,373,,1.08
1126,373,,0.35
1127,374,,1.43
1128,374,,1.45
1129,374,,0.28
1130,374,,0.87
1131,374,,0.99
1132,375,,1.04
1133,375,,0.77
1134,375,,0.33
1135,375,,0.37
1136,375,,0.29
1137,376,,0.24
1138,376,,0.38
1139,376,,0.28
1140,377,,0.37
1141,377,,1.17
1142,377,,0.31
1143,377,,1.15
1144,378,,0.4
1145,378,,1.1
1146,378,,0.29
1147,378,,0.32
1148,378,,0.28
1149,379,,96.19
1150,379,,92.95
1151,380,,113.23
1152,380,,102.29
1153,380,,95.77
1154,381,,118.3
1155,381,,111.3
1156,381,,113.27
1157,382,,125.66
1158,382,,127.99
1159,382,,146.57
1160,382,,127.72
1161,382,,102.87
1162,383,,103.43
1163,383,,101.59
1164,384,,106.45
1165,385,,420.21
1166,385,,426.13
1167,385,,374.2
1168,386,,339.79
1169,386,,318.56
1170,387,,334.43
1171,387,,345.04
1172,387,,265.02
1173,387,,298.22
1174,387,,301.69
1175,388,,208.08
1176,389,,195.3
1177,390,,193.3
1178,390,,188.45
1179,391,,0.29
1180,391,,1.08
1181,392,,0.37
1182,392,,1.28
1183,393,,0.35
1184,393,,0.97
1185,394,,1.03
1186,395,,0.3
1187,395,,0.37
1188,395,,0.89
1189,396,,0.27
1190,397,,0.69
1191,397,,0.42
1192,398,,1.05
1193,398,,0.24
1194,398,,0.26
1195,399,,0.22
1196,400,,0.89
1197,400,,1
1198,401,,0.36
1199,401,,0.32
1200,401,,0.35
1201,402,,1.16
1202,402,,0.9
1203,403,,109.88
1204,403,,101.5
1205,404,,111.06
1206,404,,87.83
1207,404,,101.41
1208,404,,96.84
1209,404,,102.47
1210,404,,108.98
1211,405,,125.46
1212,405,,133.37
1213,406,,121.6
1214,406,,113.84
1215,406,,123.2
1216,407,,118.45
1217,407,,106.39
1218,407,,101.55
1219,407,,94.35
1220,408,,343.83
1221,408,,369.33
1222,408,,370.01
1223,408,,346.84
1224,408,,417.22
1225,408,,388.95
1226,409,,272.65
1227,409,,285.26
1228,410,,294.71
1229,410,,323.9
1230,410,,294.94
1231,411,,205.87
1232,412,,200.79
1233,412,,203.97
1234,412,,195.54
1235,413,,0.33
1236,413,,0.24
1237,413,,0.9
1238,414,,0.97
1239,414,,0.97
1240,415,,0.83
1241,415,,1.07
1242,416,,0.32
1243,416,,0.28
1244,416,,0.98
1245,416,,0.3
1246,417,,0.3
1247,418,,1.29
1248,418,,0.97
1249,418,,0.32
1250,418,,0.82
1251,418,,1.29
1252,419,,0.26
1253,419,,0.27
1254,420,,0.23
1255,421,,1.37
1256,421,,0.96
1257,421,,0.32
1258,421,,0.3
1259,422,,98.66
1260,422,,113.28
1261,422,,113.38
1262,422,,98.1
1263,423,,122.78
1264,423,,119.05
1265,423,,146.99
1266,424,,86.87
1267,425,,92.74
1268,425,,103.28
1269,425,,91.58
1270,425,,88.71
1271,426,,383.9
1272,426,,378.87
1273,426,,391.55
1274,426,,360.58
1275,427,,296.49
1276,427,,307.23
1277,427,,295.43
1278,427,,314.62
1279,427,,310.55
1280,428,,203.74
1281,428,,193.38
1282,428,,205.65
1283,428,,210.4
1284,428,,188.23
1285,429,,0.29
1286,429,,0.28
1287,430,,0.32
1288,430,,0.25
1289,430,,0.61
1290,430,,0.29
1291,431,,0.93
1292,431,,0.25
1293,431,,0.89
1294,432,,1.14
1295,432,,0.24
1296,432,,0.96
1297,433,,0.25
1298,433,,0.23
1299,434,,328.75
1300,434,,357.76
1301,434,,435.07
1302,435,,285.69
1303,435,,306.34
1304,435,,311.7
1305,436,,219.71
1306,436,,176.67
1307,436,,183.57
1308,436,,211.32
1309,436,,218.96
1310,437,,0.33
1311,437,,0.97
1312,438,,1.03
1313,439,,1.2
1314,440,,0.32
1315,440,,0.77
1316,440,,0.71
1317,440,,0.37
1318,441,,0.21
1319,441,,0.21
1320,442,,0.28
1321,442,,1.06
1322,442,,0.32
1323,442,,0.85
1324,443,,396.75
1325,443,,347.21
1326,443,,344.53
1327,443,,387.23
1328,444,,332.56
1329,445,,267.74
1330,445,,301.54
1331,446,,206.75
1332,446,,206.09
1333,446,,196.32
1334,446,,233.63
1335,446,,191
1336,447,,0.38
1337,448,,0.3
1338,448,,0.98
1339,449,,1.12
1340,450,,0.24
1341,450,,0.25
1342,451,,0.28
1343,451,,0.32
1344,452,,1.46
1345,452,,1.39
1346,452,,1.18
1347,453,,1.25
1348,453,,0.2
1349,454,,0.25
1350,454,,0.98
1351,454,,0.25
1352,455,,0.28
1353,455,,0.24
1354,455,,0.27
1355,455,,1.16
1356,455,,0.95
1357,455,,0.39
1358,456,,0.62
1359,456,,0.26
1360,456,,1.02
1361,457,,93.2
1362,457,,90.48
1363,457,,104.49
1364,457,,108.82
1365,458,,106.96
1366,458,,123.03
1367,458,,122.64
1368,458,,115.31
1369,458,,122.13
1370,459,,109.05
1371,459,,92.74
1372,459,,86.09
1373,460,,332.47
1374,460,,459.64
1375,460,,360.75
1376,461,,320.86
1377,461,,355.82
1378,462,,280.59
1379,462,,299
1380,462,,328.07
1381,463,,217.69
1382,463,,193.63
1383,463,,166.44
1384,464,,1.13
1385,464,,1.18
1386,464,,1.31
1387,465,,0.34
1388,465,,0.36
1389,465,,0.32
1390,465,,0.37
1391,466,,0.28
1392,466,,0.32
1393,467,,1
1394,467,,1.33
1395,467,,0.24
1396,467,,1.17
1397,467,,0.28
1398,468,,0.19
1399,468,,0.37
1400,469,,0.29
1401,469,,0.92
1402,469,,0.98
1403,470,,0.33
1404,470,,1.05
1405,470,,0.28
1406,471,,0.87
1407,471,,1.25
1408,471,,0.31
1409,472,,0.3
1410,472,,0.23
1411,472,,1.13
1412,472,,0.27
1413,472,,0.22
1414,472,,0.35
1415,473,,83.26
1416,473,,99.74
1417,473,,96.25
1418,473,,104.53
1419,474,,132.21
1420,474,,129.95
1421,474,,137.4
1422,474,,118
1423,475,,87.75
1424,475,,111.5
1425,475,,104.75
1426,475,,97.35
1427,475,,95.25
1428,475,,98.66
1429,476,,392.86
1430,476,,388.47
1431,476,,342.53
1432,476,,401.36
1433,476,,353.35
1434,477,,321.57
1435,477,,310.63
1436,477,,309.59
1437,478,,225.2
1438,478,,208.6
1439,479,,189.42
1440,479,,226.58
1441,479,,191.21
1442,480,,0.29
1443,480,,0.24
1444,480,,1.05
1445,480,,0.21
1446,481,,0.31
1447,481,,1.32
1448,482,,0.83
1449,482,,0.29
1450,482,,0.98
1451,483,,0.36
1452,483,,0.82
1453,483,,1.2
1454,483,,0.35
1455,484,,1.11
1456,484,,0.2
1457,485,,0.33
1458,485,,0.28
1459,486,,1.04
1460,486,,0.27
1461,486,,0.31
1462,486,,0.73
1463,487,,0.27
1464,487,,0.94
1465,487,,0.24
1466,488,,0.34
1467,489,,0.28
1468,489,,0.27
1469,489,,0.34
1470,489,,0.99
1471,490,,111.11
1472,491,,114.57
1473,491,,108.3
1474,492,,116.22
1475,492,,131.5
1476,493,,123.72
1477,493,,123.45
1478,494,,81.18
1479,494,,94.92
1480,494,,92.03
1481,495,,90.6
1482,495,,92.77
1483,495,,104.61
1484,495,,115.44
1485,496,,377.36
1486,496,,380.93
1487,496,,377.64
1488,496,,407.82
1489,497,,331.87
1490,497,,320.77
1491,497,,306.9
1492,497,,321.2
1493,497,,315.68
1494,498,,196.93
1495,498,,213.83
1496,498,,211.01
1497,498,,214.05
1498,499,,0.32
